uid	age	gender
46042260	18-24	M
46044913	18-24	F
46067651	18-24	M
46072288	Under 18	M
46087194	45-49	M
46088514	25-34	F
46093700	25-34	M
46094481	45-49	M
46094843	25-34	M
46098207	45-49	M
46100445	Under 18	M
46100935	18-24	F
46117361		M
46124973	18-24	M
46135922	18-24	M
46149292	18-24	M
46150347	18-24	F
46169913	Under 18	F
46189312	18-24	M
46258000	18-24	F
46264274	35-44	M
46266829	18-24	M
46304768	25-34	M
46320610	25-34	M
46321276	25-34	M
46376313	25-34	M
46385129	18-24	F
46403420	Under 18	M
46413376	25-34	M
46415579	18-24	F
46440568	Under 18	M
46449267	18-24	M
46501266	Under 18	F
46514405	18-24	M
46522726	25-34	M
46523049	Under 18	F
46525019	25-34	M
46537472	18-24	M
46552740	25-34	M
46558086	18-24	M
46580368	Under 18	M
46582176	18-24	M
46634687	18-24	M
46638556	18-24	F
46683287	Under 18	M
46688639	Under 18	F
46689621	18-24	M
46690400	18-24	M
46691805	18-24	M
46702396	18-24	M
46709749	18-24	M
46731497	18-24	M
46733113	Under 18	F
46764541	35-44	M
46775102	18-24	M
46777363	18-24	F
46804304	35-44	M
46804345	18-24	F
46805550	18-24	M
46806990	Under 18	M
46807429	18-24	M
46809278	18-24	M
46817126	18-24	M
46818936	18-24	M
46831951	25-34	M
46836056	Under 18	M
46836841	18-24	M
46847254	Under 18	M
46848655	25-34	M
46857855	25-34	M
46858859	18-24	M
46861689	18-24	M
46872198	18-24	M
46878402	35-44	M
46894144	18-24	M
46910081	18-24	M
46910944	18-24	M
46919319	18-24	M
46936941	18-24	F
46954635	25-34	M
46954914	35-44	M
46958798	Under 18	M
46960388	35-44	M
46960827	Under 18	F
46967106	Under 18	F
46976917	Under 18	M
46994980	18-24	M
47005428	25-34	M
47034165	18-24	F
47041826	18-24	M
47048872	18-24	F
47049766	35-44	M
47051632	18-24	F
47071292	Under 18	M
47072488	Under 18	M
47086693	18-24	M
47114885	Under 18	F
47125209	18-24	F
47125794	Under 18	M
47128063	18-24	M
47133987	18-24	F
47163920	18-24	M
47170967	Under 18	F
47171701	35-44	M
47172122	18-24	M
47183523	Under 18	M
47186212	18-24	M
47189039	35-44	M
47200941	Under 18	F
47202694	50-55	M
47224221	18-24	M
47231031	18-24	M
47234495	25-34	F
47235036	35-44	M
47235160	25-34	M
47236516	18-24	M
47244000	18-24	M
47244074	18-24	M
47262455	18-24	F
47293696	35-44	M
47299873	25-34	M
47309183	18-24	M
47331051	18-24	M
47338058	25-34	M
47342326	18-24	M
47350296	25-34	M
47362339	Under 18	M
47366727	Under 18	M
47371750	25-34	M
47379637	18-24	M
47383257	Under 18	F
47402707	18-24	F
47405584	18-24	M
47427614	25-34	M
47433482	18-24	M
47437597	Under 18	F
47459655	35-44	M
47468471	25-34	M
47471456	Under 18	F
47483704	35-44	M
47507555	25-34	M
47513824	Under 18	M
47517195	35-44	M
47520575	Under 18	M
47523032	Under 18	M
47532489	25-34	M
47536178	25-34	M
47552366	18-24	M
47553921	18-24	F
47558809	18-24	F
47562112	18-24	M
47570768	18-24	F
47578546	18-24	F
47579518	35-44	M
47581089		M
47590780		M
47593730	18-24	M
47608552	25-34	M
47613005	18-24	M
47623570	18-24	F
47628245	18-24	M
47630991	18-24	F
47637890	18-24	M
47640521	25-34	M
47651504	18-24	M
47660770	18-24	M
47661716	25-34	M
47676796	18-24	M
47679064	Under 18	M
47696200		F
47696990	25-34	M
47699614	35-44	M
47702987	Under 18	M
47707760	35-44	M
47713892	25-34	M
47716075	25-34	F
47728313	35-44	M
47730116	18-24	M
47734309	18-24	M
47736381	18-24	M
47738180	18-24	F
47741498	Under 18	M
47749439	25-34	M
47752240	18-24	M
47759110	Under 18	M
47764246		F
47764510	18-24	M
47769684	18-24	M
47775431	25-34	M
47778513	18-24	F
47780976	45-49	M
47814888	18-24	F
47818655	18-24	F
47826108	25-34	F
47828436	18-24	M
47840164	18-24	F
47843228	25-34	M
47871795	25-34	M
47885795	18-24	F
47897650	18-24	M
47902902	18-24	M
47912386	18-24	F
47913914	50-55	M
47914138	Under 18	M
47916623	18-24	M
47918071	18-24	M
47921150	18-24	M
47931648	18-24	F
47936972	25-34	M
47939459	35-44	M
47942810	18-24	M
47943103	Under 18	M
47945618	18-24	F
47962516	Under 18	M
47965057	Under 18	M
47967610	18-24	F
47967794	18-24	M
47971583	18-24	M
47986316	35-44	M
47989119	18-24	F
47991745		M
47997633	18-24	F
47999819	18-24	F
48011843	35-44	M
48015432	35-44	M
48016301	35-44	M
48016424	Under 18	F
48022158	18-24	M
48035015	18-24	M
48037354	18-24	M
48038007	45-49	M
48042809	25-34	M
48043707	18-24	F
48053940	25-34	M
48058885	Under 18	F
48060634	Under 18	F
48092045	18-24	M
48096884	18-24	M
48096980	Under 18	M
48106946	25-34	M
48109331	45-49	M
48122479		M
48127043	18-24	M
48138212	18-24	F
48148814	18-24	F
48152596	18-24	M
48168251	25-34	M
48173567	18-24	F
48176227	18-24	M
48178886	18-24	M
48180258	18-24	F
48189893	18-24	M
48193386	18-24	M
48204237	18-24	M
48224746	18-24	F
48224972	25-34	M
48226827	35-44	M
48248185	50-55	M
48258163	35-44	M
48265938	18-24	M
48268942	18-24	M
48272586	18-24	M
48274294	Under 18	F
48277030	18-24	F
48293125	18-24	M
48295977	45-49	M
48296977	35-44	M
48299201	18-24	F
48308528	50-55	F
48310495	35-44	M
48315112	25-34	M
48315165	18-24	M
48317312	35-44	M
48318096	Under 18	F
48323522	25-34	M
48324331	Under 18	M
48327698	18-24	F
48331629	18-24	F
48338586	18-24	M
48367456	Under 18	M
48369284	25-34	M
48375547	25-34	M
48397452	18-24	M
48399730	18-24	M
48405755	25-34	M
48410828	18-24	M
48411267	18-24	M
48413557	25-34	M
48415523	Under 18	M
48416072	25-34	M
48418545	18-24	F
48420978	18-24	M
48428716	45-49	M
48430608	25-34	M
48430711	18-24	M
48431367	18-24	M
48431693	35-44	M
48433840	Under 18	M
48435591		F
48452879	25-34	M
48453011	25-34	M
48458436	35-44	M
48459064	18-24	F
48465963	18-24	F
48473153	35-44	M
48474788	18-24	M
48478495	50-55	M
48479556	18-24	M
48485173	18-24	M
48486996	35-44	M
48487657	45-49	M
48491812	25-34	M
48492164	18-24	M
48495591	Under 18	F
48496150	18-24	M
48509052	18-24	M
48510593	50-55	M
48517211	18-24	F
48524741	18-24	M
48527975	18-24	M
48531349	18-24	M
48533706	18-24	M
48534646	18-24	M
48536166	18-24	F
48539675	35-44	M
48548843	25-34	M
48555090	18-24	M
48557467	25-34	M
48560078	18-24	M
48579821	18-24	M
48580399	25-34	M
48584061	18-24	M
48592539	45-49	M
48597151	25-34	F
48612262	Under 18	M
48615188	25-34	M
48629370	25-34	M
48634555	Under 18	F
48645230	18-24	M
48649885	18-24	M
48653869	Under 18	M
48656576	18-24	M
48665816	18-24	M
48666130	18-24	M
48677943	18-24	M
48678623	18-24	M
48680337	18-24	M
48697111	18-24	M
48715696	18-24	M
48717476	25-34	M
48721599	18-24	M
48728764	25-34	M
48735115	25-34	M
48743833	18-24	M
48751226	Under 18	M
48753301	18-24	F
48757924	25-34	F
48770825	Under 18	M
48778840	25-34	M
48781441	18-24	F
48805103	18-24	M
48806760	Under 18	F
48807657	18-24	F
48810938	25-34	M
48815405	18-24	F
48818418	Under 18	M
48821238	18-24	M
48831360	18-24	M
48837787	25-34	M
48840013	18-24	M
48841751	25-34	F
48846628	25-34	M
48853338	18-24	M
48854028	25-34	F
48856812	45-49	M
48861707	18-24	M
48862111	18-24	M
48868115	18-24	M
48875003	18-24	M
48878040	18-24	M
48878278	18-24	F
48878299	45-49	M
48878440	18-24	M
48878800	18-24	M
48880616	25-34	M
48881361	25-34	M
48882436	18-24	M
48890742	25-34	M
48896137	25-34	M
48900583	18-24	M
48901306	18-24	M
48913164	25-34	M
48915385	18-24	M
48919083	18-24	F
48925361	18-24	M
48933182	18-24	F
48933193	18-24	F
48934348	18-24	M
48937779	18-24	M
48960147	18-24	M
48961116	18-24	M
48962980	18-24	M
48969985	18-24	M
48990959	25-34	F
48990987	25-34	M
48993510	18-24	F
49015413	25-34	M
49024972	18-24	F
49025524	Under 18	F
49040600	45-49	M
49042183	Under 18	M
49045250	18-24	F
49045364	45-49	M
49064373	18-24	M
49065207	18-24	M
49065809	Under 18	M
49066332	45-49	M
49073168	Under 18	M
49082910	18-24	M
49087415	Under 18	M
49090417	18-24	F
49095551	18-24	M
49096892	18-24	M
49100167	18-24	M
49100294	18-24	M
49100967	Under 18	F
49108331	25-34	M
49110157	18-24	M
49113472	18-24	M
49119286	25-34	M
49126224	18-24	M
49146252	Under 18	F
49147673	18-24	M
49151423	18-24	M
49152146	18-24	M
49165959	35-44	M
49172959	18-24	F
49181104	Under 18	F
49189841	25-34	M
49191115	50-55	M
49191622	35-44	M
49192567	18-24	F
49195655	18-24	M
49196555	Under 18	M
49197303	18-24	M
49197409	18-24	F
49202934	18-24	M
49203491	18-24	M
49204771	18-24	M
49207574	35-44	M
49211127	18-24	M
49217488	25-34	M
49221579	25-34	M
49227851	18-24	M
49229932	35-44	M
49238615	18-24	M
49240169	18-24	F
49246138	18-24	M
49246440	25-34	M
49258697	25-34	M
49263409	35-44	M
49279983	Under 18	M
49282034	18-24	M
49290551	45-49	M
49296220	25-34	M
49313892	18-24	M
49316168	25-34	M
49324324	18-24	M
49327621	18-24	M
49332378	35-44	M
49336879	18-24	F
49338941	25-34	M
49345702	18-24	M
49347131	18-24	M
49351326	18-24	M
49362190	18-24	M
49366114	18-24	M
49382433	18-24	M
49384260	45-49	M
49384849	35-44	F
49387206	Under 18	M
49389355	Under 18	M
49395358	18-24	F
49396730	18-24	M
49398919	Under 18	M
49403798	25-34	M
49411389	18-24	M
49413858	35-44	M
49417703	18-24	M
49417886	25-34	M
49418671	35-44	M
49424658	18-24	F
49441844	18-24	M
49443281	Under 18	M
49443742	Under 18	M
49444395	18-24	F
49445745	18-24	M
49446551	Under 18	F
49449901	18-24	M
49452485	18-24	M
49454993	35-44	M
49458333	25-34	M
49458674	25-34	M
49458982	18-24	M
49474610	Under 18	F
49476943	Under 18	F
49477880	18-24	M
49478504	25-34	F
49486147	50-55	M
49493476	25-34	M
49495806	Under 18	M
49496260	Under 18	M
49496701	18-24	M
49501309	18-24	F
49503693	18-24	M
49510116	25-34	M
49515349	18-24	F
49533815	25-34	M
49539453	25-34	M
49543821	18-24	M
49545273	25-34	M
49550146	25-34	M
49557610	25-34	M
49558009	18-24	M
49562552	18-24	F
49563518	Under 18	M
49564598	25-34	F
49564625	18-24	M
49566462	Under 18	F
49569024	18-24	M
49573568	18-24	M
49575924	35-44	M
49577030	25-34	F
49577091	18-24	M
49577834	18-24	M
49583695	18-24	F
49586408	18-24	M
49588011	35-44	F
49591947	25-34	M
49594596	25-34	M
49597383	25-34	F
49598340	18-24	M
49598591	Under 18	M
49599312	18-24	M
49600076	18-24	F
49602887	25-34	M
49603902	18-24	M
49611011	18-24	M
49617189	25-34	M
49617219	18-24	M
49638886	18-24	M
49642666	18-24	F
49643517	Under 18	M
49646314	25-34	M
49646912	18-24	M
49647009	18-24	M
49648603	Under 18	M
49653408	18-24	M
49653420	18-24	F
49654766	18-24	M
49655843	Under 18	M
49656616	18-24	M
49659101	18-24	M
49663460	25-34	M
49666674	Under 18	M
49667051	35-44	M
49673204	35-44	M
49673997	18-24	M
49676092	18-24	F
49679964	35-44	F
49680211	25-34	M
49689102	Under 18	M
49689282	18-24	M
49691580	18-24	F
49691985	25-34	M
49695697	18-24	M
49696290	Under 18	M
49696920	25-34	M
49697414	18-24	M
49707246	45-49	F
49725878	Under 18	F
49727199	35-44	M
49730886	35-44	M
49738573	25-34	M
49760067	35-44	M
49763707	18-24	M
49768122	Under 18	M
49772855	18-24	F
49773504	25-34	M
49780281	18-24	M
49783988	18-24	F
49786229	25-34	M
49797395	18-24	M
49797488	Under 18	M
49804487	25-34	M
49806748	Under 18	F
49812607	18-24	M
49817475	18-24	M
49827213	18-24	F
49827487	25-34	M
49828634	25-34	M
49829453	18-24	M
49839203	18-24	M
49839317	18-24	M
49839384	18-24	M
49840210	25-34	M
49844178	18-24	M
49847792	Under 18	M
49850024	18-24	M
49860106	18-24	M
49860355	25-34	M
49863501	35-44	M
49865254	Under 18	M
49872251	35-44	M
49878518	25-34	M
49881934	35-44	M
49887813	18-24	M
49894293	Under 18	F
49903672	18-24	F
49924132	Under 18	M
49924196	18-24	M
49934364	25-34	M
49936124	Under 18	F
49938476	25-34	M
49950476	35-44	M
49970207	Under 18	M
50025079	18-24	M
50030211	18-24	M
50041756	18-24	F
50069026	18-24	M
50074162	Under 18	F
