uid	gender	age
4789	M	35-44
4790	F	25-34
4791	M	18-24
4792	F	50-55
4793	F	25-34
4794	F	35-44
4795	M	45-49
4796	M	35-44
4797	F	35-44
4798	M	25-34
4799	F	18-24
4800	M	18-24
4801	M	25-34
4802	M	56+
4803	F	25-34
4804	F	35-44
4805	M	35-44
4806	M	25-34
4807	M	Under 18
4808	M	35-44
4809	F	50-55
4810	M	18-24
4811	M	35-44
4812	M	18-24
4813	F	35-44
4814	M	18-24
4815	F	50-55
4816	F	45-49
4817	M	25-34
4818	F	25-34
4819	M	35-44
4820	M	50-55
4821	M	18-24
4822	F	35-44
4823	M	18-24
4824	M	25-34
4825	M	25-34
4826	M	45-49
4827	M	35-44
4828	F	18-24
4829	M	25-34
4830	M	Under 18
4831	F	25-34
4832	M	25-34
4833	M	35-44
4834	F	45-49
4835	M	25-34
4836	F	45-49
4837	M	25-34
4838	M	45-49
4839	F	50-55
4840	F	45-49
4841	M	25-34
4842	F	35-44
4843	M	56+
4844	M	45-49
4845	F	25-34
4846	F	25-34
4847	M	25-34
4848	F	35-44
4849	F	18-24
4850	F	45-49
4851	M	18-24
4852	M	35-44
4853	M	25-34
4854	F	50-55
4855	M	25-34
4856	M	25-34
4857	M	25-34
4858	M	25-34
4859	F	18-24
4860	M	25-34
4861	M	25-34
4862	M	25-34
4863	F	25-34
4864	M	18-24
4865	F	35-44
4866	M	56+
4867	M	25-34
4868	M	35-44
4869	F	45-49
4870	F	35-44
4871	M	18-24
4872	M	45-49
4873	M	56+
4874	F	25-34
4875	M	35-44
4876	F	35-44
4877	M	25-34
4878	M	50-55
4879	M	25-34
4880	F	45-49
4881	M	45-49
4882	M	45-49
4883	F	Under 18
4884	M	35-44
4885	M	56+
4886	F	35-44
4887	M	18-24
4888	F	56+
4889	M	18-24
4890	F	25-34
4891	M	35-44
4892	M	25-34
4893	M	25-34
4894	M	35-44
4895	F	25-34
4896	M	35-44
4897	M	35-44
4898	M	25-34
4899	M	25-34
4900	M	25-34
4901	M	25-34
4902	M	35-44
4903	M	35-44
4904	M	50-55
4905	F	45-49
4906	M	50-55
4907	F	50-55
4908	M	35-44
4909	F	35-44
4910	M	18-24
4911	F	25-34
4912	F	50-55
4913	F	25-34
4914	F	25-34
4915	M	25-34
4916	M	18-24
4917	M	45-49
4918	F	18-24
4919	M	18-24
4920	M	35-44
4921	F	25-34
4922	M	18-24
4923	M	45-49
4924	F	35-44
4925	F	35-44
4926	M	Under 18
4927	M	45-49
4928	F	25-34
4929	M	45-49
4930	M	50-55
4931	M	50-55
4932	M	25-34
4933	M	25-34
4934	F	25-34
4935	M	35-44
4936	F	18-24
4937	M	35-44
4938	F	18-24
4939	M	25-34
4940	F	50-55
4941	M	56+
4942	M	45-49
4943	F	50-55
4944	M	50-55
4945	M	50-55
4946	F	35-44
4947	M	35-44
4948	M	45-49
4949	M	18-24
4950	M	25-34
4951	F	35-44
4952	F	25-34
4953	M	35-44
4954	M	45-49
4955	M	56+
4956	M	35-44
4957	M	25-34
4958	M	18-24
4959	M	25-34
4960	M	56+
4961	M	25-34
4962	M	25-34
4963	M	45-49
4964	M	35-44
4965	M	Under 18
4966	M	50-55
4967	M	18-24
4968	F	50-55
4969	M	18-24
4970	F	25-34
4971	M	35-44
4972	M	35-44
4973	F	56+
4974	M	35-44
4975	M	35-44
4976	M	25-34
4977	M	25-34
4978	M	35-44
4979	M	35-44
4980	M	25-34
4981	M	50-55
4982	M	25-34
4983	F	45-49
4984	M	35-44
4985	M	35-44
4986	M	18-24
4987	F	56+
4988	M	25-34
4989	M	25-34
4990	F	25-34
4991	F	56+
4992	F	25-34
4993	M	45-49
4994	M	45-49
4995	M	50-55
4996	M	35-44
4997	M	Under 18
4998	F	18-24
4999	F	56+
5000	M	25-34
5001	F	25-34
5002	M	25-34
5003	M	35-44
5004	F	56+
5005	M	45-49
5006	M	35-44
5007	F	18-24
5008	M	25-34
5009	F	45-49
5010	M	45-49
5011	M	18-24
5012	M	50-55
5013	M	18-24
5014	M	45-49
5015	M	35-44
5016	F	35-44
5017	M	35-44
5018	F	56+
5019	M	25-34
5020	F	56+
5021	M	50-55
5022	M	35-44
5023	M	35-44
5024	F	45-49
5025	M	25-34
5026	M	25-34
5027	F	25-34
5028	M	25-34
5029	M	25-34
5030	M	18-24
5031	F	25-34
5032	M	18-24
5033	F	56+
5034	F	25-34
5035	F	25-34
5036	M	35-44
5037	M	35-44
5038	M	25-34
5039	F	35-44
5040	M	45-49
5041	F	45-49
5042	F	18-24
5043	F	18-24
5044	F	35-44
5045	M	35-44
5046	M	25-34
5047	M	45-49
5048	F	35-44
5049	M	25-34
5050	F	18-24
5051	F	50-55
5052	M	35-44
5053	M	25-34
5054	M	35-44
5055	F	35-44
5056	M	45-49
5057	M	50-55
5058	M	56+
5059	M	45-49
5060	M	45-49
5061	F	18-24
5062	M	50-55
5063	F	Under 18
5064	M	18-24
5065	M	25-34
5066	F	25-34
5067	M	56+
5068	M	35-44
5069	F	56+
5070	M	25-34
5071	F	25-34
5072	M	45-49
5073	M	56+
5074	M	Under 18
5075	M	50-55
5076	M	25-34
5077	M	25-34
5078	M	45-49
5079	M	25-34
5080	F	50-55
5081	F	18-24
5082	M	35-44
5083	M	25-34
5084	M	18-24
5085	M	56+
5086	M	25-34
5087	F	25-34
5088	M	25-34
5089	F	35-44
5090	F	35-44
5091	M	25-34
5092	M	56+
5093	M	50-55
5094	M	18-24
5095	F	35-44
5096	M	25-34
5097	M	56+
5098	M	50-55
5099	M	18-24
5100	M	50-55
5101	M	25-34
5102	M	25-34
5103	F	35-44
5104	M	35-44
5105	M	50-55
5106	F	35-44
5107	F	45-49
5108	F	25-34
5109	F	45-49
5110	M	35-44
5111	M	35-44
5112	M	35-44
5113	M	25-34
5114	F	Under 18
5115	M	56+
5116	M	35-44
5117	F	25-34
5118	M	Under 18
5119	F	25-34
5120	M	50-55
5121	M	25-34
5122	M	25-34
5123	M	50-55
5124	M	35-44
5125	M	45-49
5126	M	25-34
5127	M	45-49
5128	M	50-55
5129	M	45-49
5130	F	50-55
5131	F	25-34
5132	M	35-44
5133	M	18-24
5134	M	25-34
5135	M	35-44
5136	M	25-34
5137	M	18-24
5138	M	25-34
5139	M	50-55
5140	M	25-34
5141	M	18-24
5142	M	25-34
5143	M	18-24
5144	F	50-55
5145	M	35-44
5146	M	56+
5147	M	18-24
5148	M	25-34
5149	M	35-44
5150	M	25-34
5151	M	18-24
5152	F	25-34
5153	M	25-34
5154	M	25-34
5155	M	25-34
5156	M	18-24
5157	M	35-44
5158	F	18-24
5159	M	35-44
5160	F	18-24
5161	M	25-34
5162	M	25-34
5163	M	45-49
5164	F	35-44
5165	M	35-44
5166	M	50-55
5167	M	18-24
5168	M	35-44
5169	F	50-55
5170	M	18-24
5171	M	56+
5172	F	35-44
5173	M	Under 18
5174	M	45-49
5175	F	35-44
5176	M	Under 18
5177	M	45-49
5178	M	50-55
5179	M	25-34
5180	M	35-44
5181	M	25-34
5182	F	35-44
5183	F	18-24
5184	M	18-24
5185	F	35-44
5186	M	35-44
5187	M	18-24
5188	F	35-44
5189	F	45-49
5190	F	35-44
5191	F	25-34
5192	M	25-34
5193	M	35-44
5194	M	25-34
5195	M	35-44
5196	M	56+
5197	F	56+
5198	F	18-24
5199	F	25-34
5200	F	35-44
5201	M	50-55
5202	M	18-24
5203	F	45-49
5204	M	50-55
5205	M	25-34
5206	M	35-44
5207	M	25-34
5208	M	25-34
5209	M	50-55
5210	F	35-44
5211	M	25-34
5212	M	18-24
5213	M	18-24
5214	F	35-44
5215	F	56+
5216	M	18-24
5217	M	25-34
5218	M	18-24
5219	M	18-24
5220	M	25-34
5221	F	56+
5222	M	25-34
5223	M	56+
5224	M	35-44
5225	M	18-24
5226	M	35-44
5227	M	18-24
5228	M	Under 18
5229	M	25-34
5230	M	25-34
5231	M	35-44
5232	M	25-34
5233	M	25-34
5234	F	25-34
5235	M	25-34
5236	M	25-34
5237	M	25-34
5238	F	50-55
5239	M	35-44
5240	F	25-34
5241	F	25-34
5242	M	25-34
5243	M	Under 18
5244	M	18-24
5245	F	45-49
5246	F	18-24
5247	F	Under 18
5248	F	45-49
5249	F	45-49
5250	M	50-55
5251	F	25-34
5252	M	25-34
5253	F	56+
5254	M	18-24
5255	M	Under 18
5256	M	25-34
5257	F	25-34
5258	M	35-44
5259	M	25-34
5260	M	35-44
5261	M	35-44
5262	F	25-34
5263	M	35-44
5264	M	18-24
5265	M	45-49
5266	M	35-44
5267	M	35-44
5268	F	25-34
5269	M	18-24
5270	M	25-34
5271	F	25-34
5272	M	25-34
5273	M	56+
5274	M	25-34
5275	M	25-34
5276	F	25-34
5277	M	25-34
5278	F	25-34
5279	F	25-34
5280	M	18-24
5281	M	25-34
5282	F	18-24
5283	M	18-24
5284	M	25-34
5285	M	18-24
5286	M	45-49
5287	M	25-34
5288	M	56+
5289	M	45-49
5290	F	18-24
5291	M	45-49
5292	M	25-34
5293	M	25-34
5294	M	25-34
5295	M	35-44
5296	F	Under 18
5297	M	25-34
5298	M	35-44
5299	M	25-34
5300	M	25-34
5301	M	25-34
5302	F	Under 18
5303	F	56+
5304	F	35-44
5305	F	18-24
5306	F	25-34
5307	M	25-34
5308	M	56+
5309	M	25-34
5310	F	56+
5311	M	50-55
5312	M	25-34
5313	M	56+
5314	F	25-34
5315	M	25-34
5316	M	18-24
5317	F	25-34
5318	M	18-24
5319	M	18-24
5320	F	18-24
5321	M	25-34
5322	M	35-44
5323	M	25-34
5324	M	25-34
5325	F	50-55
5326	M	25-34
5327	M	25-34
5328	F	25-34
5329	F	25-34
5330	F	25-34
5331	M	35-44
5332	M	18-24
5333	F	25-34
5334	F	56+
5335	M	25-34
5336	M	56+
5337	F	35-44
5338	M	25-34
5339	M	18-24
5340	F	50-55
5341	F	25-34
5342	F	35-44
5343	F	25-34
5344	F	50-55
5345	F	25-34
5346	F	25-34
5347	M	25-34
5348	M	18-24
5349	F	50-55
5350	M	18-24
5351	F	45-49
5352	F	35-44
5353	M	25-34
5354	F	45-49
5355	M	56+
5356	M	45-49
5357	F	18-24
5358	M	35-44
5359	M	18-24
5360	M	18-24
5361	F	50-55
5362	M	35-44
5363	M	56+
5364	F	25-34
5365	M	18-24
5366	M	18-24
5367	M	18-24
5368	F	25-34
5369	M	25-34
5370	M	25-34
5371	M	25-34
5372	M	25-34
5373	M	18-24
5374	M	35-44
5375	M	25-34
5376	M	25-34
5377	F	18-24
5378	M	35-44
5379	M	25-34
5380	M	18-24
5381	M	25-34
5382	M	18-24
5383	M	35-44
5384	F	25-34
5385	M	25-34
5386	M	25-34
5387	F	25-34
5388	F	18-24
5389	M	45-49
5390	M	Under 18
5391	M	25-34
5392	M	50-55
5393	M	35-44
5394	M	18-24
5395	M	50-55
5396	M	25-34
5397	M	18-24
5398	M	56+
5399	M	25-34
5400	F	18-24
5401	F	18-24
5402	F	25-34
5403	M	Under 18
5404	M	25-34
5405	F	50-55
5406	F	35-44
5407	F	35-44
5408	M	25-34
5409	M	45-49
5410	F	45-49
5411	F	Under 18
5412	M	25-34
5413	M	35-44
5414	M	Under 18
5415	F	25-34
5416	F	25-34
5417	M	18-24
5418	F	25-34
5419	F	18-24
5420	F	Under 18
5421	M	35-44
5422	M	50-55
5423	F	50-55
5424	F	35-44
5425	M	18-24
5426	M	25-34
5427	M	35-44
5428	F	25-34
5429	F	25-34
5430	F	45-49
5431	M	56+
5432	M	56+
5433	F	35-44
5434	F	25-34
5435	M	45-49
5436	M	18-24
5437	M	25-34
5438	M	25-34
5439	M	56+
5440	F	45-49
5441	M	50-55
5442	M	25-34
5443	M	25-34
5444	F	18-24
5445	M	25-34
5446	F	50-55
5447	M	45-49
5448	M	45-49
5449	M	18-24
5450	M	18-24
5451	F	25-34
5452	M	35-44
5453	M	18-24
5454	M	35-44
5455	F	18-24
5456	M	35-44
5457	M	18-24
5458	F	18-24
5459	F	Under 18
5460	M	18-24
5461	M	50-55
5462	M	25-34
5463	M	35-44
5464	M	35-44
5465	F	25-34
5466	M	25-34
5467	M	35-44
5468	M	25-34
5469	M	35-44
5470	M	56+
5471	M	18-24
5472	M	35-44
5473	M	25-34
5474	M	25-34
5475	M	25-34
5476	F	35-44
5477	M	35-44
5478	M	35-44
5479	M	35-44
5480	F	25-34
5481	M	45-49
5482	M	18-24
5483	F	25-34
5484	M	45-49
5485	M	25-34
5486	M	25-34
5487	M	25-34
5488	M	25-34
5489	M	18-24
5490	M	45-49
5491	M	18-24
5492	M	18-24
5493	M	35-44
5494	F	35-44
5495	F	18-24
5496	M	25-34
5497	M	25-34
5498	F	50-55
5499	F	25-34
5500	F	35-44
5501	M	25-34
5502	M	25-34
5503	F	25-34
5504	M	45-49
5505	F	25-34
5506	F	18-24
5507	M	45-49
5508	M	25-34
5509	M	25-34
5510	M	18-24
5511	M	45-49
5512	F	25-34
5513	M	35-44
5514	F	Under 18
5515	M	18-24
5516	F	50-55
5517	M	56+
5518	M	50-55
5519	M	35-44
5520	M	45-49
5521	F	25-34
5522	M	25-34
5523	M	35-44
5524	F	Under 18
5525	F	Under 18
5526	F	35-44
5527	M	25-34
5528	M	50-55
5529	M	18-24
5530	F	18-24
5531	M	50-55
5532	M	25-34
5533	F	50-55
5534	M	45-49
5535	M	25-34
5536	M	25-34
5537	F	56+
5538	M	45-49
5539	F	25-34
5540	M	35-44
5541	M	56+
5542	M	45-49
5543	M	25-34
5544	M	25-34
5545	F	35-44
5546	M	18-24
5547	F	18-24
5548	F	18-24
5549	F	50-55
5550	M	35-44
5551	F	35-44
5552	M	50-55
5553	M	35-44
5554	M	25-34
5555	M	Under 18
5556	M	45-49
5557	M	35-44
5558	M	Under 18
5559	M	50-55
5560	F	35-44
5561	F	25-34
5562	F	35-44
5563	F	25-34
5564	M	45-49
5565	M	18-24
5566	M	35-44
5567	M	50-55
5568	M	18-24
5569	F	18-24
5570	M	25-34
5571	F	25-34
5572	F	25-34
5573	F	35-44
5574	M	25-34
5575	M	35-44
5576	M	25-34
5577	M	50-55
5578	F	18-24
5579	F	35-44
5580	M	45-49
5581	M	25-34
5582	M	45-49
5583	M	56+
5584	F	50-55
5585	M	25-34
5586	M	35-44
5587	M	25-34
5588	F	25-34
5589	F	25-34
5590	F	45-49
5591	M	18-24
5592	M	25-34
5593	M	50-55
5594	F	45-49
5595	M	25-34
5596	M	35-44
5597	F	18-24
5598	M	18-24
5599	M	35-44
5600	F	45-49
5601	M	35-44
5602	M	35-44
5603	M	50-55
5604	M	35-44
5605	F	18-24
5606	F	25-34
5607	M	18-24
5608	M	18-24
5609	F	50-55
5610	F	25-34
5611	F	35-44
5612	F	25-34
5613	F	35-44
5614	M	25-34
5615	M	35-44
5616	M	45-49
5617	M	25-34
5618	F	18-24
5619	F	18-24
5620	M	35-44
5621	M	25-34
5622	M	35-44
5623	M	25-34
5624	M	25-34
5625	M	25-34
5626	M	56+
5627	M	25-34
5628	M	18-24
5629	M	25-34
5630	M	35-44
5631	M	35-44
5632	F	18-24
5633	M	50-55
5634	M	25-34
5635	F	35-44
5636	M	25-34
5637	M	Under 18
5638	M	18-24
5639	F	18-24
5640	M	35-44
5641	F	25-34
5642	M	Under 18
5643	F	35-44
5644	F	18-24
5645	M	25-34
5646	M	18-24
5647	M	18-24
5648	M	25-34
5649	F	18-24
5650	F	35-44
5651	F	25-34
5652	M	18-24
5653	M	50-55
5654	M	25-34
5655	F	25-34
5656	M	25-34
5657	M	50-55
5658	M	56+
5659	M	25-34
5660	M	25-34
5661	F	25-34
5662	M	Under 18
5663	F	35-44
5664	M	18-24
5665	M	18-24
5666	M	18-24
5667	M	35-44
5668	F	25-34
5669	M	56+
5670	M	18-24
5671	M	25-34
5672	F	25-34
5673	F	35-44
5674	M	35-44
5675	M	35-44
5676	M	25-34
5677	M	25-34
5678	M	35-44
5679	M	35-44
5680	M	50-55
5681	F	25-34
5682	M	18-24
5683	F	18-24
5684	M	18-24
5685	M	25-34
5686	M	56+
5687	F	Under 18
5688	F	18-24
5689	M	25-34
5690	M	18-24
5691	M	35-44
5692	F	25-34
5693	F	25-34
5694	F	25-34
5695	F	35-44
5696	F	25-34
5697	M	25-34
5698	M	35-44
5699	M	35-44
5700	F	18-24
5701	M	25-34
5702	M	18-24
5703	M	56+
5704	F	18-24
5705	F	18-24
5706	M	18-24
5707	M	25-34
5708	M	35-44
5709	M	18-24
5710	M	25-34
5711	M	25-34
5712	M	35-44
5713	F	50-55
5714	M	35-44
5715	M	18-24
5716	M	Under 18
5717	M	25-34
5718	F	35-44
5719	M	56+
5720	M	25-34
5721	M	45-49
5722	M	25-34
5723	M	18-24
5724	M	25-34
5725	M	18-24
5726	M	25-34
5727	M	25-34
5728	F	35-44
5729	M	18-24
5730	M	18-24
5731	F	25-34
5732	F	25-34
5733	M	25-34
5734	F	25-34
5735	M	25-34
5736	M	25-34
5737	M	45-49
5738	M	25-34
5739	M	25-34
5740	M	25-34
5741	M	50-55
5742	F	25-34
5743	F	35-44
5744	F	25-34
5745	F	18-24
5746	M	18-24
5747	M	25-34
5748	M	25-34
5749	M	25-34
5750	M	18-24
5751	F	Under 18
5752	F	56+
5753	M	18-24
5754	F	18-24
5755	F	35-44
5756	F	Under 18
5757	M	Under 18
5758	F	50-55
5759	F	25-34
5760	M	18-24
5761	M	25-34
5762	F	35-44
5763	F	25-34
5764	F	50-55
5765	M	25-34
5766	M	56+
5767	M	25-34
5768	F	Under 18
5769	M	45-49
5770	M	25-34
5771	M	25-34
5772	M	35-44
5773	M	25-34
5774	M	18-24
5775	M	25-34
5776	M	18-24
5777	M	Under 18
5778	M	35-44
5779	M	25-34
5780	M	18-24
5781	M	25-34
5782	F	35-44
5783	F	45-49
5784	M	18-24
5785	F	25-34
5786	M	25-34
5787	M	25-34
5788	M	25-34
5789	M	25-34
5790	F	35-44
5791	M	18-24
5792	M	25-34
5793	M	25-34
5794	M	35-44
5795	M	25-34
5796	F	25-34
5797	M	25-34
5798	M	35-44
5799	M	25-34
5800	M	35-44
5801	M	25-34
5802	F	25-34
5803	M	Under 18
5804	F	35-44
5805	F	25-34
5806	F	50-55
5807	M	35-44
5808	F	25-34
5809	M	25-34
5810	M	50-55
5811	M	18-24
5812	F	25-34
5813	M	25-34
5814	M	25-34
5815	M	25-34
5816	M	25-34
5817	M	25-34
5818	M	25-34
5819	M	50-55
5820	M	45-49
5821	M	25-34
5822	F	35-44
5823	M	25-34
5824	M	18-24
5825	F	25-34
5826	M	18-24
5827	M	25-34
5828	M	25-34
5829	F	25-34
5830	F	18-24
5831	M	25-34
5832	F	25-34
5833	F	35-44
5834	M	56+
5835	F	35-44
5836	M	25-34
5837	M	25-34
5838	F	45-49
5839	M	25-34
5840	F	Under 18
5841	F	35-44
5842	M	25-34
5843	M	35-44
5844	F	Under 18
5845	F	25-34
5846	M	45-49
5847	F	18-24
5848	M	50-55
5849	M	35-44
5850	F	25-34
5851	F	18-24
5852	F	25-34
5853	M	50-55
5854	M	45-49
5855	M	50-55
5856	F	25-34
5857	F	45-49
5858	M	25-34
5859	M	25-34
5860	F	25-34
5861	F	50-55
5862	F	25-34
5863	F	25-34
5864	F	50-55
5865	M	25-34
5866	F	25-34
5867	F	45-49
5868	M	35-44
5869	F	25-34
5870	M	25-34
5871	F	25-34
5872	M	25-34
5873	M	18-24
5874	M	25-34
5875	M	25-34
5876	M	50-55
5877	M	18-24
5878	F	25-34
5879	M	35-44
5880	M	25-34
5881	M	35-44
5882	M	35-44
5883	F	18-24
5884	M	18-24
5885	M	25-34
5886	M	25-34
5887	F	35-44
5888	M	25-34
5889	M	50-55
5890	M	35-44
5891	M	18-24
5892	M	45-49
5893	M	25-34
5894	M	35-44
5895	M	25-34
5896	M	25-34
5897	M	25-34
5898	F	18-24
5899	M	35-44
5900	M	25-34
5901	F	35-44
5902	M	50-55
5903	M	25-34
5904	F	45-49
5905	F	35-44
5906	F	18-24
5907	M	25-34
5908	M	25-34
5909	M	18-24
5910	F	45-49
5911	F	25-34
5912	M	25-34
5913	F	18-24
5914	M	35-44
5915	M	18-24
5916	M	50-55
5917	F	50-55
5918	M	25-34
5919	M	18-24
5920	F	25-34
5921	M	25-34
5922	M	56+
5923	M	25-34
5924	M	35-44
5925	F	25-34
5926	F	50-55
5927	M	35-44
5928	M	45-49
5929	F	35-44
5930	F	35-44
5931	F	18-24
5932	M	18-24
5933	M	25-34
5934	M	25-34
5935	M	18-24
5936	M	18-24
5937	M	25-34
5938	M	25-34
5939	F	45-49
5940	M	50-55
5941	F	25-34
5942	M	45-49
5943	F	45-49
5944	F	18-24
5945	F	35-44
5946	F	56+
5947	F	45-49
5948	M	56+
5949	M	18-24
5950	M	25-34
5951	M	18-24
5952	F	45-49
5953	M	Under 18
5954	M	45-49
5955	F	25-34
5956	F	18-24
5957	M	18-24
5958	M	45-49
5959	F	18-24
5960	F	45-49
5961	F	45-49
5962	M	35-44
5963	M	25-34
5964	M	18-24
5965	M	25-34
5966	F	35-44
5967	M	50-55
5968	M	56+
5969	M	45-49
5970	M	35-44
5971	M	35-44
5972	F	25-34
5973	M	Under 18
5974	F	25-34
5975	M	25-34
5976	F	25-34
5977	M	35-44
5978	M	35-44
5979	M	25-34
5980	M	56+
5981	M	35-44
5982	M	35-44
5983	M	25-34
5984	M	25-34
5985	F	18-24
5986	F	56+
5987	M	25-34
5988	M	25-34
5989	F	Under 18
5990	F	25-34
5991	F	35-44
5992	F	18-24
5993	F	50-55
5994	M	35-44
5995	F	35-44
5996	F	25-34
5997	F	25-34
5998	M	18-24
5999	F	25-34
6000	M	45-49
6001	F	25-34
6002	M	50-55
6003	F	45-49
6004	F	25-34
6005	F	25-34
6006	F	Under 18
6007	M	35-44
6008	M	18-24
6009	F	25-34
6010	M	35-44
6011	M	35-44
6012	M	35-44
6013	F	25-34
6014	M	45-49
6015	F	25-34
6016	M	45-49
6017	F	35-44
6018	M	35-44
6019	M	25-34
6020	M	50-55
6021	M	25-34
6022	M	25-34
6023	M	25-34
6024	M	25-34
6025	F	25-34
6026	M	35-44
6027	M	18-24
6028	M	18-24
6029	F	25-34
6030	M	25-34
6031	F	18-24
6032	M	45-49
6033	M	50-55
6034	M	25-34
6035	F	25-34
6036	F	25-34
6037	F	45-49
6038	F	56+
6039	F	45-49
6040	M	25-34
